"name","icc","icc_low","icc_up","icc_panel","icc_panel_low","icc_panel_up"
"log_ih_cov_fbn_n32",0.946969737501233,0.93723254427743,0.955936730147921,0.9972078203566,0.996662622451225,0.997700582652672
"log_ih_qcod_fbn_n32",0.882985225689839,0.863108387799051,0.901707610908975,0.993417527024323,0.9921322406399,0.994579198159987
"log_ih_entropy_fbn_n32",0.977532809958018,0.973257343275011,0.98142785045172,0.998852140785339,0.998628011066116,0.99905471433519
"log_ih_uniformity_fbn_n32",0.958939063586743,0.951292537685314,0.965951078741375,0.99786361740286,0.997446469702571,0.998240645004341
"log_ih_max_grad_fbn_n32",0.943539696446967,0.933214772304685,0.953059445536614,0.997016983929126,0.996434523514237,0.997543424930793
"log_ih_max_grad_g_fbn_n32",0.956441529854295,0.948353649571247,0.963864815624306,0.997728062476045,0.997284446470846,0.998129012734916
"log_ih_min_grad_fbn_n32",0.944833009793526,0.934729098035642,0.954144731702909,0.997089093855446,0.996520713544923,0.997602808937794
"log_ih_min_grad_g_fbn_n32",0.963276456901252,0.956402845341431,0.969570052947567,0.998097447810604,0.997725957576809,0.998433209152987
"log_cm_joint_max_d1_3d_avg_fbn_n32",0.896537984263386,0.878664745711199,0.913292883459837,0.994263017420328,0.993142820554412,0.995275476885522
"log_cm_joint_avg_d1_3d_avg_fbn_n32",0.95485206709418,0.946484709349076,0.96253617409593,0.997641443606177,0.997180914496362,0.998057680314579
"log_cm_joint_var_d1_3d_avg_fbn_n32",0.968564933340845,0.962644778226101,0.973975419935297,0.998379864039214,0.998063518085497,0.998665784724107
"log_cm_joint_entr_d1_3d_avg_fbn_n32",0.977310004506473,0.972993249881838,0.981242968517169,0.998840506774056,0.998614105410671,0.999045133487687
"log_cm_diff_avg_d1_3d_avg_fbn_n32",0.978403504156239,0.974289593785162,0.982150211630746,0.998897556742137,0.998682294892348,0.999092115309426
"log_cm_diff_var_d1_3d_avg_fbn_n32",0.953844487200971,0.94530053116749,0.961693562393897,0.997586393161802,0.997115114963175,0.998012345141724
"log_cm_diff_entr_d1_3d_avg_fbn_n32",0.975119792732789,0.970398327986416,0.979424812407938,0.9987258741471,0.998477089743909,0.998950731162387
"log_cm_sum_avg_d1_3d_avg_fbn_n32",0.95485206709418,0.946484709349076,0.96253617409593,0.997641443606177,0.997180914496362,0.998057680314579
"log_cm_sum_var_d1_3d_avg_fbn_n32",0.967504791145591,0.96139252804726,0.97309293770355,0.998323484780691,0.997996130275382,0.998619355245479
"log_cm_sum_entr_d1_3d_avg_fbn_n32",0.974688074159136,0.969887083510155,0.979066272524657,0.998703220931114,0.998450013286054,0.998932075773242
"log_cm_energy_d1_3d_avg_fbn_n32",0.923914278942047,0.91032352259866,0.936532237633556,0.995899310204147,0.995098614055325,0.99662299763739
"log_cm_contrast_d1_3d_avg_fbn_n32",0.970412639195322,0.964828477006593,0.975512731346615,0.998477847302766,0.998180633452592,0.99874647595631
"log_cm_dissimilarity_d1_3d_avg_fbn_n32",0.978403504156239,0.974289593785162,0.982150211630746,0.998897556742137,0.998682294892348,0.999092115309426
"log_cm_inv_diff_d1_3d_avg_fbn_n32",0.97889881912171,0.974876962090633,0.982561049408399,0.998923358468779,0.998713134635563,0.999113363561834
